Node,Is Injection,Is Hvdc,Bus Id,Location Name,Load Area,Island Name,Region,Generation Type
TUI0111,F,F,TUI0111,TUI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
TUI1101,F,F,TUI1101,TUI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
TUI1101 TUI0,T,F,TUI1101,TUI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Hydro
TUI1101 PRI0,T,F,TUI1101,TUI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Hydro
TUI1101 KTW0,T,F,TUI1101,TUI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Hydro
TWC2201 NZW0,T,F,TWC2201,TWC,Taranaki Wanganui Manawatu Horowhenua,North Island,Central,Wind
TWC2201 TWF0,T,F,TWC2201,TWC,Taranaki Wanganui Manawatu Horowhenua,North Island,Central,Wind
TWC2201,F,F,TWC2201,TWC,Taranaki Wanganui Manawatu Horowhenua,North Island,Central,Load
TWH0331 TUK0,T,F,TWH0331,TWH,Waikato Taupo King Country,North Island,Waikato,Wind
TWH0331 TRC1,T,F,TWH0331,TWH,Waikato Taupo King Country,North Island,Waikato,Cogen
TWH0331,F,F,TWH0331,TWH,Waikato Taupo King Country,North Island,Waikato,Load
TWI2201,F,F,TWI2201,TWI,Southland Otago,South Island,Otago/Southland,Load
TWZ0331,F,F,TWZ0331,TWZ,Canterbury,South Island,South Canterbury,Load
UHT0331,F,F,UHT0331,UHT,Wellington,North Island,Wellington,Load
WAI0111,F,F,WAI0111,WAI,Bay of Plenty,North Island,Bay Of Plenty,Load
WDV0111,F,F,WDV0111,WDV,Hawkes' Bay East Coast Wairarapa,North Island,Central,Load
WDV1101 TAP0,T,F,WDV1101,WDV,Hawkes' Bay East Coast Wairarapa,North Island,Central,Wind
WDV1101,F,F,WDV1101,WDV,Hawkes' Bay East Coast Wairarapa,North Island,Central,Load
WEL0331,F,F,WEL0331,WEL,Northland,North Island,North Isthmus,Load
WES0331,F,F,WES0331,WES,Waikato Taupo King Country,North Island,Waikato,Load
WGN0331,F,F,WGN0331,WGN,Taranaki Wanganui Manawatu Horowhenua,North Island,Taranaki,Load
WHI0111,F,F,WHI0111,WHI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
WHI2201 WHI3,T,F,WHI2201,WHI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Diesel
WHI2201 WHI2,T,F,WHI2201,WHI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Diesel
WHI2201 WHI1,T,F,WHI2201,WHI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Diesel
WHI2201 WHI0,T,F,WHI2201,WHI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Diesel
WHI2201,F,F,WHI2201,WHI,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
WHU0331,F,F,WHU0331,WHU,Waikato Taupo King Country,North Island,Waikato,Load
WIL0331,F,F,WIL0331,WIL,Wellington,North Island,Wellington,Load
WIR0331,F,F,WIR0331,WIR,Auckland,North Island,Auckland,Load
WKM2201 MOK0,T,F,WKM2201,WKM,Waikato Taupo King Country,North Island,Waikato,Geothermal
WKM2201,F,F,WKM2201,WKM,Waikato Taupo King Country,North Island,Waikato,Load
WKM2201 WKM0,T,F,WKM2201,WKM,Waikato Taupo King Country,North Island,Waikato,Hydro
WKO0331,F,F,WKO0331,WKO,Waikato Taupo King Country,North Island,Waikato,Load
WMG0331,F,F,WMG0331,WMG,West Coast Nelson Marlborough,South Island,Nelson/Marlborough,Load
WPA2201 WPA0,T,F,WPA2201,WPA,Waikato Taupo King Country,North Island,Waikato,Hydro
WPA2201,F,F,WPA2201,WPA,Waikato Taupo King Country,North Island,Waikato,Load
WPR0331,F,F,WPR0331,WPR,Canterbury,South Island,Canterbury,Load
WPR0661,F,F,WPR0661,WPR,Canterbury,South Island,Canterbury,Load
WPT0111,F,F,WPT0111,WPT,West Coast Nelson Marlborough,South Island,Nelson/Marlborough,Load
WPW0331,F,F,WPW0331,WPW,Hawkes' Bay East Coast Wairarapa,North Island,Central,Load
WRA0111 WRA0,T,F,WRA0111,WRA,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Hydro
WRA0111,F,F,WRA0111,WRA,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
WRK0331 TAA0,T,F,WRK0331,WRK,Waikato Taupo King Country,North Island,Central,Geothermal
WRK0331 RKA0,T,F,WRK0331,WRK,Waikato Taupo King Country,North Island,Central,Geothermal
WRK0331,F,F,WRK0331,WRK,Waikato Taupo King Country,North Island,Central,Load
WRK2201,F,F,WRK2201,WRK,Waikato Taupo King Country,North Island,Central,Load
WRK2201 WRK0,T,F,WRK2201,WRK,Waikato Taupo King Country,North Island,Central,Geothermal
WTK0111,F,F,WTK0111,WTK,Southland Otago,South Island,South Canterbury,Load
WTK0111 WTK0,T,F,WTK0111,WTK,Southland Otago,South Island,South Canterbury,Hydro
WTK0331,F,F,WTK0331,WTK,Southland Otago,South Island,South Canterbury,Load
WTK2201,F,F,WTK2201,WTK,Southland Otago,South Island,South Canterbury,Load
WTU0331,F,F,WTU0331,WTU,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
WVY0111,F,F,WVY0111,WVY,Taranaki Wanganui Manawatu Horowhenua,North Island,Taranaki,Load
DCN3501,T,T,DCN3501,DC North End,Wellington,North Island,Wellington,HVDC
DCS3501,T,T,DCS3501,DC South End,Canterbury,South Island,South Canterbury,HVDC
WTN0661,F,F,WTN0661,Winton,Southland Otago,South Island,Otago/Southland,Load
WTN0111,F,F,WTN0111,Winton,Southland Otago,South Island,Otago/Southland,Load
WRA0501,F,F,WRA0501,WRA,Hawkes' Bay East Coast Wairarapa,North Island,Hawkes Bay,Load
TMK0111,F,F,TMK0111,TMK,Canterbury,South Island,South Canterbury,Load
MTI0111,F,F,MTI0111,MTI,Waikato Taupo King Country,North Island,Waikato,Load
MRR0111,F,F,MRR0111,Marotiri,Waikato Taupo King Country,North Island,Waikato,Load
MDN0331,F,F,MDN0331,MDN,Northland,North Island,North Isthmus,Load
HBK0661 HBK0,F,F,HBK0661,Highbank,Canterbury,South Island,Canterbury,Hydro
HBK0661,F,F,HBK0661,Highbank,Canterbury,South Island,Canterbury,Load
CBE0331,F,F,CBE0331,Cainbrae,Canterbury,South Island,Canterbury,Load
RFT0111,F,F,RFT0111,Reefton,West Coast Nelson Marlborough,South Island,Nelson/Marlborough,Load
MLN0664,F,F,MLN0664,MLN,Canterbury,South Island,Canterbury,Load
OHW2201,F,F,OHW2201,OHW,Waikato Taupo King Country,North Island,Waikato,Load
HLY0331,F,F,HLY0331,HLY,Waikato Taupo King Country,North Island,Waikato,Load
KMO0331,F,F,KMO0331,KMO,Bay of Plenty,North Island,Bay Of Plenty,Load
MLN0661,F,F,MLN0661,MLN,Canterbury,South Island,Canterbury,Load
BEN2202,F,F,BEN2202,BEN,Southland Otago,South Island,South Canterbury,Load
BEN2202 BEN0,T,F,BEN2202,BEN,Southland Otago,South Island,South Canterbury,Hydro
WWD1102 WWD0,T,F,WWD1102,WWD,Wellington,North Island,Wellington,Wind
WWD1102,F,F,WWD1102,WWD,Wellington,North Island,Wellington,Load
WWD1103,F,F,WWD1103,WWD,Wellington,North Island,Wellington,Load
WWD1103 WWD0,T,F,WWD1103,WWD,Wellington,North Island,Wellington,Wind
BPD1101,F,F,BPD1101,BPD,Southland Otago,South Island,South Canterbury,Load
NAP2201 NAP0,T,F,NAP2201,NAP,Waikato Taupo King Country,North Island,Waikato,Geothermal
NAP2201,F,F,NAP2201,NAP,Waikato Taupo King Country,North Island,Waikato,Load
KIN0113,F,F,KIN0113,KIN,Bay of Plenty,North Island,Bay Of Plenty,Load
ARI1102 ARI0,T,F,ARI1102,ARI,Waikato Taupo King Country,North Island,Waikato,Load
ARI1102,F,F,ARI1102,ARI,Waikato Taupo King Country,North Island,Waikato,Load
PEN0251,F,F,PEN0251,PEN,Auckland,North Island,Auckland,Load
PAO1101,F,F,PAO1101,PAO,Waikato Taupo King Country,North Island,Waikato,Load
MKE1101,F,F,MKE1101,MKE,Taranaki Wanganui Manawatu Horowhenua,North Island,Central,Load
MKE1101 MKE1,T,F,MKE1101,MKE,Taranaki Wanganui Manawatu Horowhenua,North Island,Central,Load
BEN3503 P3N,F,T,BEN3503,BEN,Southland Otago,South Island,South Canterbury,HVDC
BEN3503 P3S,T,T,BEN3503,BEN,Southland Otago,South Island,South Canterbury,HVDC
BEN3502 P2N,F,T,BEN3502,BEN,Southland Otago,South Island,South Canterbury,HVDC
BEN3502 P2S,T,T,BEN3502,BEN,Southland Otago,South Island,South Canterbury,HVDC
HAY3503 P3N,T,T,HAY3503,HAY,Wellington,North Island,Wellington,HVDC
HAY3503 P3S,F,T,HAY3503,HAY,Wellington,North Island,Wellington,HVDC
HAY3502 P2N,T,T,HAY3502,HAY,Wellington,North Island,Waikato,HVDC
HAY3502 P2S,F,T,HAY3502,HAY,Wellington,North Island,Waikato,HVDC
NAP2202 NTM0,T,F,NAP2202,NAP,Waikato Taupo King Country,North Island,Waikato,Geothermal
NAP2202,F,F,NAP2202,NAP,Waikato Taupo King Country,North Island,Waikato,Load
THI2201,F,F,THI2201,THI,Waikato Taupo King Country,North Island,Waikato,Load
MAT1102,F,F,MAT1102,MAT,Bay of Plenty,North Island,Bay Of Plenty,Load
MAT1102 MAT0,T,F,MAT1102,MAT,Bay of Plenty,North Island,Bay Of Plenty,Load
